"Name","Disc. Date","mmax","R.A.","Dec."
"SN2003dt","2003/04/22","17.5","20:47:17.56,20:47:17.52,20:47:17.568","+00:18:42.8,+00:18:42.80,+00:18:42.89"
"SN2003ez","2003/06/03","17.5","12:43:11.87,12:43:11.76,12:43:11.878","-02:30:04.1,-02:30:03.96,-02:30:04.10,-02:30:04.19"
"SN2003if","2003/09/20","17.5","03:19:52.61","-26:03:50.5,-26:03:50.51"
"SN2003kh","2003/11/27","17.5","19:52:17.93","+58:58:52.5,+58:58:52.50"
"SN2004aq","2004/03/02","17.5","11:58:27.25,11:58:27.12","+10:01:04.5,+10:01:04.44,+10:01:04.51"
"SN2004ar","2004/02/20","17.5","09:59:48.17,09:59:48.24,09:59:48.1","+11:28:26.5,+11:28:25.32,+11:28:26.51,+11:28:25"
"SN2004bf","2004/04/07","17.5","13:49:15.45","+35:15:12.5,+35:15:12.49"
"SN2004bm","2004/04/25","17.5","10:52:35.33","+22:56:05.5,+22:56:05.50"
"SN2004cq","2004/05/24","17.5","15:31:19.76","+40:16:52.1,+40:16:52.10"
"SN2004ct","2004/06/22","17.5","15:43:45.75","+28:24:59.5,+28:24:59.51"
"SN2004dr","2004/08/09","17.5","02:46:53.97","-22:38:15.0,-22:38:15.00"
"SN2004em","2004/09/14","17.5","19:31:31.11","+35:52:15.7,+35:52:15.71"
"SN2004es","2004/09/26","17.5","07:23:34.62","+41:25:38.3,+41:25:38.32"
"SN2004gw","2004/12/27","17.5","05:08:48.41","+62:26:20.7,+62:26:20.69"
"SN2004ie","2004/10/10","17.5","22:01:46.58,22:01:46.56","+01:14:12.0,+01:14:12.12,+01:14:12.01"
"SN2004J","2004/01/19","17.5","05:46:32.18","-17:46:53.0,-17:46:53.00"
"SN2004T","2004/02/09","17.5","10:56:10.27","+47:23:43.5,+47:23:43.51"
"CSS080921:204110-043803","2008/09/21","17.5","20:41:10.12","-04:38:02.6"
"SN2005bs","2005/04/19","17.5","20:10:14.11","-56:38:43.6,-56:38:43.58"
"SN2005bu","2005/04/21","17.5","07:22:18.21","+22:02:39.2,+22:02:39.19"
"SN2005et","2005/09/23","17.5","02:56:30.53","+15:56:12.8,+15:56:12.80"
"SN2006A","2006/01/02","17.5","23:47:03.78","+29:28:55.7,+29:28:55.70"
"SN2006bs","2006/04/19","17.5","10:26:53.61","-03:42:51.0,-03:42:51.01"
"SN2006de","2006/06/02","17.5","21:35:33.33","-19:01:46.5,-19:01:46.49"
"SN2006I","2006/01/19","17.5","10:59:30.03","+75:11:34.0,+75:11:34.01"
"SN2006qp","2006/11/25","17.5","14:42:30.65","+28:43:25.9,+28:43:25.90"
"SN2006R","2006/01/26","17.5","16:23:20.82","+37:15:49.8,+37:15:49.79"
"SN2007ac","2007/02/19","17.5","16:47:02.36","+40:08:47.6,+40:08:47.62"
"SN2007ad","2007/02/19","17.5","17:24:24.58","+44:56:15.9,+44:56:15.90"
"SN2007ah","2007/03/06","17.5","04:02:18.50","+25:49:06.8,+25:49:06.82"
"SN2008ce","2008/05/02","17.5","12:27:27.69,12:27:27.70","-08:10:05.4,-08:10:05.3,-08:10:05.30"
"SN2008dw","2008/07/02","17.5","14:00:56.27","+41:00:29.0,+41:00:29.02"
"SN2008dy","2008/07/01","17.5","00:10:46.05","-47:04:10.6,-47:04:10.60"
"SN2008fm","2008/09/05","17.5","23:49:03.51","+26:47:39.3,+26:47:39.30"
"SN2008X","2008/02/07","17.5","12:09:48.33","+58:51:01.6,+58:51:01.58"
"SN2009ca","2009/04/03","17.5","21:26:22.20","-40:51:48.6,-40:51:48.60"
"SN2009da","2009/04/07","17.5","21:42:07.20","-06:46:25.6,-06:46:25.61"
"SN2009dm","2009/04/19","17.5","11:30:20.14","+44:09:49.2,+44:09:49.21"
"SN2009eq","2009/05/11","17.5","18:40:08.30","+40:07:36.5,+40:07:36.52"
"SN2009he","2009/07/03","17.5","16:22:12.33","+57:16:22.5,+57:16:22.51"
"SN2009hn","2009/07/24","17.5","02:32:00.31","+01:14:53.5,+01:14:53.48"
"SNF20080531-003","2008/05/31","17.5","15:46:53.71","+11:47:09.2"
"CSS120302:080936+293741","2012/03/02","17.5","08:09:35.56","+29:37:40.6"
"LSQ12brw","2012/04/07","17.5","10:20:43.380,10:20:43.38","-04:33:20.88"
"LSQ12fth","2012/10/26","17.5","03:11:17.45","-25:06:34.9"
"LSQ13bug","2013/08/25","17.5","21:09:04.08","-26:54:19.8"
"PS1-10bik","2010/08/16","17.5","22:45:30.150,22:45:30.15","+23:22:53.54"
"PSN J07132671+2604540","2013/03/31","17.5","07:13:26.71","+26:04:54.0"
"PSN J10154058-3407131","2012/05/10","17.5","10:15:40.58","-34:07:13.1"
"PSN J12565170+2629167","2011/04/07","17.5","12:56:51.70","+26:29:16.7"
"PSN J16541897+5152369","2013/01/22","17.5","16:54:18.97","+51:52:36.9"
"PSN J18270086+7250563","2011/10/20","17.5","18:27:00.86","+72:50:56.3"
"SN2010dv","2010/06/04","17.5","11:49:03.43","-37:30:59.7,-37:30:59.69"
"SN2010ei","2010/06/12","17.5","14:54:07.69","+42:32:54.6,+42:32:54.60"
"SN2010gg","2010/07/12","17.5","22:31:25.47","-19:01:54.8,-19:01:54.80"
"SN2010hn","2010/08/07","17.5","21:43:19.14","-15:03:19.6,-15:03:19.58"
"SN2010ie","2010/09/23","17.5","07:08:23.71","+35:10:11.2,+35:10:11.21"
"SN2010jw","2010/11/14","17.5","08:47:06.91","+28:14:17.4,+28:14:17.41"
"SN2011ee","2011/06/27","17.5","23:27:57.34","+08:46:38.1,+08:46:38.10,+08:46:38.0"
"SN2011gd","2011/08/28","17.5","16:34:25.67","+21:32:28.4,+21:32:28.39,+21:32:28.3"
"SN2011gj","2011/09/07","17.5","01:19:24.15,01:19:24.14","+12:26:17.1,+12:26:17.09"
"SN2011hi","2011/02/11","17.5","13:20:35.380,13:20:35.39,13:20:35.38","+34:08:22.23,+34:08:21.7,+34:08:21.70"
"SN2011jg","2011/12/17","17.5","16:17:18.87","+59:19:29.8,+59:19:29.78,+59:19:29.7"
"SN2012cr","2012/05/25","17.5","12:42:24.45,12:42:24.48","-07:02:57.6,-07:02:57.59,-07:02:57.588"
"SN2012ex","2012/09/16","17.5","01:18:45.97,01:18:45.984","+14:59:40.2,+14:59:40.20"
"SN2012hb","2012/11/04","17.5","09:02:05.460,09:02:05.46","-64:54:19.73,-64:54:19.7,-64:54:19.69"
"SN2012hj","2012/12/04","17.5","11:07:19.19","+46:22:46.2,+46:22:46.20"
"SN2012ii","2012/12/23","17.5","07:16:55.48","+51:45:47.6,+51:45:47.59"
"SN2013ar","2013/03/14","17.5","08:37:45.02","+49:28:32.2,+49:28:32.20"
"SN2013D","2013/01/03","17.5","03:41:15.13","+15:23:03.9,+15:23:03.91"
"SN2013eg","2013/06/10","17.5","10:43:28.19","-25:51:52.1,-25:51:52.09"
"SN2013ep","2013/07/29","17.5","22:58:30.35,22:58:29.3","+40:25:44.5,+40:25:44.51,+40:25:46"
"SN2013fv","2013/10/11","17.5","03:36:16.05","+67:34:15.7,+67:34:15.71"
"SN2013gm","2013/11/20","17.5","11:34:21.16","+15:39:33.1,+15:39:33.08"
"CSS120519:075615+440205","2012/05/17","17.5","07:56:14.83,07:56:14.88","+44:02:05.0,+44:02:04.92"
"SN2010az","2010/02/16","17.5","12:56:59.62,12:56:59.52","-17:37:35.5,-17:37:35.51,-17:37:35.4"
"SN2006bd","2006/03/26","17.51","11:38:28.56,11:38:28.46","+20:31:34.32,+20:31:34.4,+20:31:34.39"
"LSQ12bri","2012/04/06","17.51","13:35:48.34,13:35:48.24,13:35:48.48","-21:23:53.5,-21:23:53.16,-21:23:52.8"
"SN2012aq","2012/02/24","17.51","14:54:05.13,14:54:05.04","+22:05:40.6,+22:05:40.60,+22:05:40.56"
"SN2011ex","2011/06/13","17.51","15:48:51.75,15:48:51.84","+62:57:48.9,+62:57:48.89,+62:57:48.96"
"SN2012ed","2012/08/13","17.52","15:39:36.45,15:39:36.0,15:39:36.48","-02:41:00.7,-02:41:00.71,-02:41:01.0,-02:41:00.744"
"SN2008ga","2008/09/24","17.52","04:45:24.00,04:45:24","+18:24:25.1,+18:24:25.09,+18:24:25.2"
"PS1-13czb","2013/06/13","17.52","15:45:47.42","+04:43:45.1"
"SN2011ev","2011/06/10","17.52","23:45:31.24,23:45:31.23,23:45:31.2","-07:56:46.0,-07:56:46.00,-07:56:46.536,-07:56:45.996"
"SN2007bi","2007/04/06","17.53","13:19:20.19,13:19:20.190","+08:55:44.3,+08:55:44.33,+08:55:44.29"
"SN2006mo","2006/11/01","17.53","00:46:38.55","+36:19:57.8,+36:19:57.79"
"SN2008gu","2008/10/30","17.53","01:13:41.49,01:13:41.496","+04:47:18.0,+04:47:17.99,+04:47:17.952"
"LSQ12gpw","2012/11/22","17.54","03:12:58.0,03:12:58.24","-11:42:40,-11:42:40.13,-11:42:40.0"
"CSS130902:010533+065505","2013/09/02","17.54","01:05:33.36","+06:55:04.8"
"CSS121006:015926+014412","2012/10/06","17.54","01:59:25.99,01:59:25.992","+01:44:11.8,+01:44:11.832"
"SSS120402:114253-342802","2012/04/02","17.54","11:42:52.65,11:42:52.56","-34:28:01.9,-34:28:01.92"
"SN2011jq","2011/12/27","17.55","05:16:41.54,05:16:41.55","+06:29:29.4,+06:29:30.2,+06:29:29.40,+06:29:30.19"
"MLS110507:082649+202231","2007/03/10","17.55","08:26:49.2","+20:22:31.44"
"SN2007nm","2007/10/08","17.55","22:45:27.41,22:45:27.42,22:45:27.36","+10:39:32.7,+10:39:32.69,+10:39:32.76"
"PS1-13dkx","2013/10/03","17.55","00:56:21.29","-01:10:30.6"
"CSS111225:140122+161705","2011/12/25","17.55","14:01:21.59,14:01:21.6","+16:17:04.6,+16:17:04.56"
"CSS130501:100039+104524","2013/05/01","17.56","10:00:39.29,10:00:39.36","+10:45:23.6,+10:45:23.76"
"SN2003ic","2003/09/16","17.57","00:41:50.23","-09:18:19.0,-09:18:19.01,-09:18:10.0"
"CSS130930:010305-143448","2005/10/30","17.57","01:03:05.208","-14:34:48"
"CSS100505:122952-080912","2010/05/05","17.57","12:29:51.63,12:29:51.6","-08:09:11.6,-08:09:11.556"
"SN2007cl","2007/05/23","17.58","17:48:21.19","+54:09:05.2,+54:09:05.18"
"CSS081220:021652+135501","2008/12/20","17.58","02:16:52.464","+13:55:00.84"
"SN2009ft","2009/05/23","17.58","14:24:06.03,14:24:06","+07:46:10.3,+07:46:10.31,+07:46:10.272"
"SN2013hi","2013/11/11","17.58","03:14:24.73,03:14:24.75","+46:10:49.0,+46:10:49.01,+46:10:48.6"
"SN2010cw","2010/04/11","17.58","09:33:56.84,09:33:56.88","+38:48:35.7,+38:48:35.71,+38:48:35.64"
"SN2009bp","2009/03/17","17.58","14:07:49.75,14:07:49.68","+36:38:37.1,+36:38:37.10,+36:38:36.96"
"SN2012hz","2012/12/10","17.58","06:43:41.89,06:43:42","+52:12:33.7,+52:12:33.70,+52:12:33.84"
"SSS110210:093354-220517","2011/02/10","17.58","09:33:54.24","-22:05:17.1,-22:05:17.16"
"PTF11qax","2011/11/02","17.59","23:42:25.584","+00:15:16.83"
"SN2005kz","2005/12/01","17.59","19:00:49.82","+50:53:01.8,+50:53:01.79"
"SSS101211:030504-194040","2010/12/11","17.59","03:05:03.576","-19:40:39.36"
"PS1-13dom","2013/10/20","17.59","02:40:49.25","-23:02:50.0,-23:02:50.5"
"SN2009eb","2009/04/17","17.59","09:54:40.35,09:54:40.32","+19:11:12.7,+19:11:12.70,+19:11:12.84"
"SSS110801:220808-525140","2011/08/01","17.59","22:08:07.68","-52:51:39.96"
"SN2006lu","2006/10/30","17.6","09:15:17.63,09:15:17.52","-25:36:00.3,-25:36:00.36,-25:36:00.29"
"SN2005lc","2005/09/10","17.6","03:02:11.19,03:02:11.184,03:02:11.16,03:02:11.18","-01:09:59.4,-01:09:59.436,-01:09:59.472,-01:09:59.688,-01:09:59.40"
"OGLE-2013-SN-014","2013/02/15","17.6","03:53:07.78","-71:20:46.6"
"CSS130105:113423+244438","2013/01/05","17.6","11:34:23.50,11:34:23.52","+24:44:37.7,+24:44:37.68"
"SN2008ac","2008/01/30","17.6","11:53:45.18,11:53:45.200","+48:25:21.5,+48:25:20.79,+48:25:21.50"
"MASTER OT J083148.05+643427.3","2013/11/07","17.6","08:31:48.05,08:31:48.24","+64:34:27.3,+64:34:29.64"
"SN2003cv","2003/03/31","17.6","11:17:48.36,11:17:48.48,11:17:48.368","+19:09:08.5,+19:09:08.64,+19:09:08.50,+19:09:08.59"
"SN2005me","2005/12/23","17.6","01:30:09.22","-42:41:07.0,-42:41:07.01"
"SN2007cg","2007/05/11","17.6","13:25:33.58","-24:39:08.1,-24:39:08.10"
"SN2008bp","2008/04/02","17.6","10:00:01.57","-31:33:21.8,-31:33:21.82"
"PTF11qmo","2011/11/22","17.6","10:06:49.76,10:06:49.68","-07:41:12.3"
"SN2013co","2013/05/06","17.6","12:55:50.51,12:55:50.64","+30:30:41.5,+30:30:41.51,+30:30:43.92"
"SN2003I","2003/01/09","17.6","09:27:29.48,09:27:29.52,09:27:29.488","+03:55:45.6,+03:55:45.48,+03:55:45.59,+03:55:45.69"
"SN2003ab","2003/02/01","17.6","09:19:13.26,09:19:13.268","+48:58:09.1,+48:58:09.08,+48:58:09.19"
"SN2003eh","2003/05/17","17.6","11:08:24.34,11:08:24.24,11:08:24.348","+03:29:47.0,+03:29:47.04,+03:29:47.00,+03:29:47.09"
"SN2003gj","2003/06/30","17.6","21:07:19.18,21:07:19.188","-25:29:23.6,-25:29:23.60,-25:29:23.69"
"SN2004ak","2004/02/29","17.6","08:29:47.57,08:29:47.52,08:29:48.0","+48:46:22.9,+48:46:22.8,+48:46:22.91,+48:46:23.0"
"SN2004gh","2004/11/16","17.6","10:24:31.60,10:24:31.55","-23:33:18.4,-23:33:18.2,-23:33:18.22"
"SN2004H","2004/01/17","17.6","11:33:59.77","+49:03:46.5,+49:03:46.51"
"PSN J03320724+4747396","2009/08/18","17.6","03:32:07.24","+47:47:39.6"
"SN2005ar","2005/03/10","17.6","11:15:19.03","-03:46:18.5,-03:46:18.52"
"SN2006ss","2006/12/17","17.6","14:20:27.46,14:20:27.36","+35:11:42.7,+35:11:42.72,+35:11:42.68"
"SN2007am","2007/03/11","17.6","10:46:33.62","+13:45:09.3,+13:45:09.29"
"SN2007ao","2007/03/13","17.6","14:16:49.74","+10:48:24.1,+10:48:24.08"
"SN2007cd","2007/04/27","17.6","13:29:26.48","+11:00:44.8,+11:00:44.78"
"SN2007Z","2007/02/17","17.6","05:15:42.68","+19:21:49.5,+19:21:49.50"
"SN2008do","2008/06/20","17.6","13:05:13.48","+31:59:35.4,+31:59:35.41"
"SN2008fo","2008/08/07","17.6","16:40:12.46","+39:43:55.8,+39:43:55.81"
"SN2008fu","2008/09/25","17.6","03:02:28.50","-24:27:21.5,-24:27:21.49"
"SN2008ik","2008/12/17","17.6","03:36:09.68,03:36:09.54","-35:13:00.7,-35:13:00.70"
"SN2009bs","2009/03/21","17.6","13:26:56.20","+52:45:17.5,+52:45:17.50"
"SN2009eg","2009/03/31","17.6","14:54:15.47","+18:57:52.8,+18:57:52.81"
"SN2009fl","2009/05/30","17.6","16:25:10.10","+40:53:20.8,+40:53:20.80"
"SN2009if","2009/08/18","17.6","04:24:36.73","-57:59:06.8,-57:59:06.79"
"SN2009ij","2009/08/20","17.6","17:19:35.27,17:19:35.15","+86:44:30.5,+86:44:30.41"
"SN2009il","2009/08/21","17.6","06:33:52.66","-63:00:39.8,-63:00:39.82"
"SN2009jp","2009/10/09","17.6","23:17:42.71","+13:57:24.7,+13:57:24.70"
"SNF20080322-000","2008/03/22","17.6","16:48:21.45","+23:36:53.1"
"SNF20080721-002","2008/07/21","17.6","00:22:28.67","+27:10:23.8"
"LSQ12brx","2012/04/07","17.6","10:17:59.900,10:17:59.90","-05:36:10.80"
"LSQ12elq","2012/08/20","17.6","20:32:15.46","+01:29:15.7"
"LSQ12fzc","2012/11/05","17.6","02:52:10.74","-35:58:25.7"
"LSQ12hxn","2012/12/24","17.6","09:24:40.15","+22:26:03.0"
"MASTER OT J233745.24-003051.1","2013/01/01","17.6","23:37:45.24","-00:30:51.1"
"PSN J00130473-2413068","2012/04/24","17.6","00:13:04.73","-24:13:06.8"
"PSN J17285509-6609103","2013/08/27","17.6","17:28:55.09","-66:09:10.2,-66:09:10.3"
"PTF10xxw","2010/10/10","17.6","16:40:59.71","+58:31:40.6"
"PTF11dif","2011/05/07","17.6","14:15:52.07","+35:44:24.0"
"PTF12awi","2012/02/21","17.6","10:03:13.71,10:03:13.68","+01:53:43.4,+01:53:43.404"
"SN2010bs","2010/04/15","17.6","12:21:41.46","+40:51:19.2,+40:51:19.19"
"SN2010dy","2010/06/06","17.6","16:10:11.03","+00:45:07.5,+00:45:07.49"
"SN2010hd","2010/08/07","17.6","22:41:51.84,22:41:52.08","-46:05:45.4,-46:05:45.38,-46:05:44.52"
"SN2010js","2010/11/07","17.6","08:16:49.63,08:16:49.64,08:16:49.66","+60:29:45.8,+60:29:46.00,+60:29:46.1"
"SN2010kn","2010/12/02","17.6","11:50:17.04","+43:57:47.0,+43:57:47.02"
"SN2010kp","2010/12/08","17.6","04:03:38.85,04:03:38.86","+70:45:15.7,+70:45:15.70"
"SN2010kq","2010/12/07","17.6","02:18:10.92,02:18:10.896","+37:05:42.4,+37:05:42.40,+37:05:43.08"
"SN2011bo","2011/03/21","17.6","18:59:38.46,18:59:38.45","-41:45:55.8,-41:45:55.80,-41:45:55.7"
"SN2011br","2011/04/09","17.6","15:06:20.20","+62:59:00.6,+62:59:00.60"
"SN2011dx","2011/06/27","17.6","03:37:05.61,03:37:05.00","-05:01:56.3,-05:01:56.32,-05:01:56.0"
"SN2011el","2011/08/01","17.6","03:00:18.2,03:00:18.20","+05:49:25,+05:49:24.9,+05:49:24.89"
"SN2011fy","2011/09/17","17.6","18:39:53.92,18:39:53.93","+40:01:44.2,+40:01:43.72,+40:01:43.7"
"SN2012am","2012/02/24","17.6","10:54:01.67","+46:01:38.9,+46:01:38.89"
"SN2012as","2012/02/17","17.6","15:25:08.52","+37:57:49.4,+37:57:49.39"
"SN2012ck","2012/05/19","17.6","19:19:27.93","+44:14:50.9,+44:14:50.89"
"SN2012cz","2012/05/25","17.6","15:57:46.36,15:57:46.32","+16:22:27.4,+16:22:27.41,+16:22:27.48"
"SN2013ah","2013/02/22","17.6","09:44:33.80","+55:45:44.4,+55:45:44.39"
"SN2013bc","2013/03/31","17.6","13:10:21.31,13:10:21.36","-07:10:24.1,-07:10:24.10,-07:10:24.096"
"SN2013hc","2013/10/30","17.6","18:03:24.53,18:03:24.59","+70:13:31.3,+70:13:30.61,+70:13:30.6"
"OGLE-2013-SN-058","2013/08/27","17.61","02:51:13.63","-63:59:33.10"
"SN2012F","2012/01/04","17.61","00:33:19.54,00:33:19.538","+03:48:17.4,+03:48:17.39,+03:48:17.388"
"CSS130208:005037+293016","2013/02/08","17.61","00:50:37.06,00:50:37.056","+29:30:16.0,+29:30:15.84"
"SN2010gx","2010/03/13","17.62","11:25:46.71,11:25:46.8,11:25:46.73","-08:49:41.4,-08:49:41.41,-08:49:41.376,-08:49:41.9"
"iPTF13dkz","2013/09/14","17.62","01:36:11.58,01:36:11.577,01:36:11.57","+33:37:01.4,+33:37:01.43"
"CSS071230:082550+220041","2007/12/30","17.62","08:25:50.48,08:25:50.4","+22:00:41.3,+22:00:41.4"
"SN2009gn","2009/05/26","17.62","16:05:23.53,16:05:23.52","-16:08:34.2,-16:08:34.19,-16:08:34.08"
"CSS130608:164206+313027","2013/06/08","17.62","16:42:06.17,16:42:06.24","+31:30:26.9,+31:30:27"
"PTF10osr","2010/07/13","17.63","23:45:45.161","+11:28:42.37"
"SN2008gs","2008/09/21","17.63","01:27:05.78,01:27:05.784","+03:13:05.7,+03:13:05.70,+03:13:05.736"
"CSS120303:095246-160215","2012/03/03","17.63","09:52:45.70,09:52:45.6","-16:02:15.3,-16:02:15.36"
"SN2005by","2005/05/02","17.64","13:45:46.91","+22:05:46.8,+22:05:46.79"
"MASTER OT J140536.83-012210.6","2013/12/30","17.64","14:05:36.83,14:05:36.72","-01:22:10.6,-01:22:10.164,-01:22:11.424"
"CSS151211:030840+355914","2007/11/18","17.64","03:08:39.888","+35:59:13.56"
"SN2010ce","2010/04/08","17.64","09:35:30.01,09:35:30","+01:28:31.8,+01:28:31.80,+01:28:31.764"
"CSS120401:100127+415736","2012/04/01","17.64","10:01:27.28,10:01:27.36","+41:57:36.4,+41:57:36.36"
"SN2011ke","2011/04/06","17.65","13:50:57.77,13:50:57.79,13:50:57.84,13:50:57.798","+26:16:42.8,+26:16:42.2,+26:16:42.20,+26:16:42.24,+26:16:42.44"
"PS1-12sk","2012/03/11","17.65","08:44:54.860,08:44:54.86,08:44:54.857","+42:58:16.89,+42:58:16.9"
"PTF10hml","2010/04/14","17.65","13:19:49.70,13:19:49.68,13:19:50.66","+41:59:01.6,+41:59:01.68,+41:58:57.4"
"OGLE-2013-SN-099","2013/10/17","17.65","08:02:27.32,08:02:27.37","-72:25:26.6,-72:25:26.68"
"SN2006ba","2006/03/19","17.65","09:43:13.40","-09:36:53.0,-09:36:52.99"
"SSS110905:043808-342226","2010/10/16","17.65","04:38:07.776","-34:22:25.68"
"CSS130307:134411+030344","2013/03/07","17.65","13:44:10.80,13:44:10.79,13:44:10.8","+03:03:44.2,+03:03:44.244"
"SN2010dk","2010/05/16","17.65","14:28:56.16","+20:19:04.0,+20:19:04.01,+20:19:04.08"
"SN2010ke","2010/11/14","17.65","00:57:24.62,00:57:24.67,00:57:24.672","-00:57:51.4,-00:57:51.41,-00:57:51.6,-00:57:51.624"
"OGLE-2013-SN-066","2013/09/08","17.66","04:26:10.33","-62:31:07.1"
"SN2009bm","2009/02/13","17.66","08:36:41.68,08:36:41.76","+09:14:05.3,+09:14:05.32,+09:14:05.352"
"CSS130410:150839+085809","2013/04/10","17.66","15:08:39.12","+08:58:09.3,+08:58:09.336"
"PS1-12axn","2012/06/16","17.66","16:50:29.65,16:50:29.52","+45:44:19.2,+45:44:18.96"
"SN2008dd","2008/04/09","17.66","17:04:03.60,17:04:03.6","+21:35:42.0,+21:35:42.00,+21:35:42"
"PS1-13dpt","2013/10/21","17.66","03:35:09.78","+64:26:07.1"
"CSS131026:015653+015058","2013/10/26","17.66","01:56:52.70,01:56:52.704","+01:50:57.5,+01:50:57.516"
"SN2008av","2008/03/02","17.67","14:57:26.21,14:57:26.27,14:57:26.16","+23:23:48.2,+23:23:48.3,+23:23:48.30,+23:23:48.12"
"CSS121114:102632+053508","2012/11/14","17.68","10:26:32.09,10:26:32.16","+05:35:07.6,+05:35:07.62"
"PS1-13dle","2013/10/04","17.68","03:03:15.53","-12:13:29.7"
"SN2009ea","2009/04/03","17.68","14:47:02.39,14:47:02.4","+09:57:37.4,+09:57:37.40,+09:57:37.404"
"SN2010jz","2010/11/02","17.68","07:17:15.74,07:17:15.84","+45:23:03.7,+45:23:03.70,+45:23:03.48"
"CSS131024:233012-244815","2005/10/31","17.69","23:30:12","-24:48:15.48"
"CSS131210:043252+304855","2013/12/10","17.69","04:32:52.39,04:32:52.42,04:32:52.392","+30:48:54.7,+30:48:54.72"
"SN2009li","2009/11/16","17.69","00:22:51.40,00:22:51.395","+06:58:11.8,+06:58:11.35,+06:58:11.78"
"CSS130106:020405+193148","2013/01/06","17.69","02:04:04.53,02:04:04.536","+19:31:48.0,+19:31:48"
"SN2012di","2012/06/14","17.69","14:08:06.69,14:08:07.0,14:08:06.72","+58:03:07.7,+58:03:07.70,+58:03:08.0,+58:03:07.56"
"CSS120418:125049+222228","2012/04/18","17.69","12:50:48.51,12:50:48.48","+22:22:28.3,+22:22:28.2"
"SN2010er","2010/06/09","17.69","15:50:11.14,15:50:11.04","+12:16:42.5,+12:16:42.49,+12:16:42.6"
"SSS111220:030051-384553","2011/12/20","17.69","03:00:50.95,03:00:50.952","-38:45:52.7,-38:45:52.92"
"SN2005hj","2005/10/26","17.7","01:26:48.40,01:26:48.4,01:26:48.408,01:26:48.26,01:26:48.27","-01:14:17.2,-01:14:17,-01:14:17.232,-01:14:17.304,-01:14:17.268,-01:14:16.80,-01:14:16.8"
"SN2008iy","2008/09/28","17.7","16:08:37.23,16:08:37.2","+04:16:26.7,+04:16:26.69,+04:16:26.688"
"SN2008bz","2008/04/22","17.7","12:38:57.74,12:38:57.686","+11:07:46.2,+11:07:45.60,+11:07:46.20"
"SN2006cj","2006/05/17","17.7","12:59:24.42","+28:20:51.7,+28:20:51.68"
"SN2006bf","2006/03/27","17.7","12:58:50.68","+09:39:30.1,+09:39:30.10"
"SN2008ai","2008/02/13","17.7","10:57:39.97,10:57:39.957,10:57:39.96","+37:39:41.9,+37:39:41.40,+37:39:41.90,+37:39:41.5"
"SN2008K","2008/01/15","17.7","11:38:10.54","-23:25:36.1,-23:25:36.08"
"SN2008cl","2008/05/16","17.7","16:11:04.35","+52:27:08.0,+52:27:07.99"
"SN2006an","2006/02/21","17.7","12:14:38.68","+12:13:46.9,+12:13:46.88"
"LSQ13crf","2013/10/17","17.7","03:10:50.23","+01:25:18.9"
"SN2013cx","2013/05/21","17.7","17:04:16.05,17:04:16.06","+41:30:37.6,+41:30:37.58,+41:30:37.4"
"SN2011en","2011/03/25","17.7","11:07:50.56,11:19:50.97,11:07:50.64,11:19:50.88","+18:59:39.1,+18:59:39.08,-00:21:44.2,+18:59:39.12,-00:21:44.172"
"SN2003bs","2003/03/03","17.7","10:29:44.12,10:29:44.128","+25:37:11.6,+25:37:11.60,+25:37:11.69"
"SSS110428:060246-330133","2011/04/28","17.7","06:02:45.98,06:02:45.984","-33:01:33.1,-33:01:33.24"
"SN2003am","2003/02/09","17.7","13:20:43.57,13:20:43.578","-22:02:53.5,-22:02:53.48,-22:02:53.59"
"SN2003hf","2003/08/14","17.7","16:50:48.38,16:50:48.388","+45:24:01.8,+45:24:01.80,+45:24:01.89"
"SN2003hm","2003/08/20","17.7","02:48:58.39,02:48:58.398","+03:10:07.6,+03:10:07.61,+03:10:07.69"
"SN2003in","2003/09/30","17.7","03:35:33.31","+05:03:52.7,+05:03:52.70"
"SN2003iz","2003/10/21","17.7","01:02:06.75","+26:56:21.3,+26:56:21.30"
"SN2004ax","2004/03/21","17.7","15:24:46.76","+68:43:56.3,+68:43:56.32"
"SN2004db","2004/06/28","17.7","22:47:55.88","-22:19:40.5,-22:19:40.51"
"SN2004U","2004/02/10","17.7","11:07:18.83","+28:32:23.6,+28:32:23.60"
"SN2005bd","2005/04/03","17.7","06:12:03.50","+51:52:03.3,+51:52:03.29"
"SN2005cg","2005/06/02","17.7","21:10:50.42","+00:12:07.4,+00:12:07.42"
"SN2005kk","2005/11/17","17.7","10:39:40.02","+25:19:25.1,+25:19:25.10"
"SN2005lx","2005/12/19","17.7","02:22:39.01","+28:15:07.1,+28:15:07.09"
"SN2005X","2005/01/24","17.7","12:24:00.75","+07:46:38.9,+07:46:38.89"
"SN2006dc","2006/06/18","17.7","16:16:04.04","-22:37:16.7,-22:37:16.72"
"SN2006rb","2006/10/24","17.7","23:35:25.09","+07:06:46.4,+07:06:46.40"
"SN2007bf","2007/04/08","17.7","14:15:12.05","+15:44:11.8,+15:44:11.80"
"SN2008cp","2008/05/24","17.7","09:42:22.90,09:42:22.89","-03:45:11.5,-03:45:10.1,-03:45:10.12"
"SN2008gk","2008/10/20","17.7","18:53:04.48","+38:45:44.4,+38:45:44.39"
"SN2008gy","2008/10/30","17.7","03:10:00.96","+19:13:23.1,+19:13:23.09"
